treeID,Disease,Country,Sublocation,Year,Source,Source Link,Notes
nld.2010.nrv.1.00,Norovirus,Netherlands,Rotterdam,2009-10,"Sukhrie, F. H., Teunis, P., Vennema, H., Copra, C., Thijs Beersma, M. F., Bogerman, J., & Koopmans, M. (2012). Nosocomial transmission of norovirus is mainly caused by symptomatic cases. Clinical Infectious Diseases, 54(7), 931-937. ",https://pubmed.ncbi.nlm.nih.gov/22291099/,Assuming that individual 6 infects individual 7 and individual 8 infects individual 15 as both infections are represented by vertical lines; parts of tree reconstructed probabilistically
sau.2013.mers.1.00,MERS,Saudi Arabia,Al-Hasa,2013,"Assiri, A., McGeer, A., Perl, T. M., Price, C. S., Al Rabeeah, A. A., Cummings, D. A., ... & Madani, H. (2013). Hospital outbreak of Middle East respiratory syndrome coronavirus. New England Journal of Medicine, 369(5), 407-416.",https://www.nejm.org/doi/full/10.1056/nejmoa1306742,Included suspected transmission and probable cases because critical for tree to be connected; excluded individual B without known infector and no secondary infections
sau.2019.mers.1.00,MERS,Saudi Arabia,Wadi Aldwasir,2019,"World Health Organization. (2019). Middle East respiratory syndrome coronavirus (MERS-CoV) -- The Kingdom of Saudi Arabia. Retrieved August 6, 2019 from: ",https://www.who.int/csr/don/24-April-2019-mers-saudi-arabia/en/,Primary cases with no known infectors and no secondary infections excluded
sau.2019.mers.1.01,MERS,Saudi Arabia,Wadi Aldwasir,2019,"World Health Organization. (2019). Middle East respiratory syndrome coronavirus (MERS-CoV) -- The Kingdom of Saudi Arabia. Retrieved August 6, 2019 from: https://www.who.int/csr/don/24-April-2019-mers-saudi-arabia/en/.",https://www.who.int/csr/don/24-April-2019-mers-saudi-arabia/en/,Primary cases with no known infectors and no secondary infections excluded
sgp.2003.sars.1.00,SARS,Singapore,,2003,"Centers for Disease Control and Prevention (CDC). (2003). Severe acute respiratory syndrome--Singapore, 2003. MMWR. Morbidity and mortality weekly report, 52(18), 405. ",https://www.cdc.gov/mmwr/preview/mmwrhtml/mm5218a1.htm,"Some arrows obscured by nodes, but followed infections to best of ability based on diagram; excluded same cases/contacts excluded by CDC; assumed individual 21 (check lab notebook) infected by individual 16, not individual 1"
sle.2014.ebv.1.00,Ebola,Sierra Leone,Zimmi & Dumagbe & Pujehun,2014,"Ajelli, M., Parlamento, S., Bome, D., Kebbi, A., Atzori, A., Frasson, C., ... & Merler, S. (2015). The 2014 Ebola virus disease outbreak in Pujehun, Sierra Leone: epidemiology and impact of interventions. BMC medicine, 13(1), 281. ",https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-015-0524-z,Pink 15 individual replaced by number 35 since two individuals with number 15 in tree and assuming they are not the same person; excluded other cases without known infectors and no secondary infections; excluded infection of number 62 shown in article since two possible infectors
sle.2014.ebv.1.01,Ebola,Sierra Leone,Pujehun,2014,"Ajelli, M., Parlamento, S., Bome, D., Kebbi, A., Atzori, A., Frasson, C., ... & Merler, S. (2015). The 2014 Ebola virus disease outbreak in Pujehun, Sierra Leone: epidemiology and impact of interventions. BMC medicine, 13(1), 281. ",https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-015-0524-z,Excluded other cases without known infectors and no secondary infections; excluded infection of number 62 shown in article since two possible infectors
uga.2000.ebv.1.00,Ebola,Uganda,Gulu,2000,"Francesconi, P., Yoti, Z., Declich, S., Onek, P. A., Fabiani, M., Olango, J., ... & Salmaso, S. (2003). Ebola hemorrhagic fever transmission and risk factors of contacts, Uganda. Emerging infectious diseases, 9(11), 1430. ",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3035551/,
uga.2000.ebv.1.01,Ebola,Uganda,Gulu,2000,"Francesconi, P., Yoti, Z., Declich, S., Onek, P. A., Fabiani, M., Olango, J., ... & Salmaso, S. (2003). Ebola hemorrhagic fever transmission and risk factors of contacts, Uganda. Emerging infectious diseases, 9(11), 1430. ",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3035551/,
uga.2000.ebv.1.02,Ebola,Uganda,Gulu,2000,"Francesconi, P., Yoti, Z., Declich, S., Onek, P. A., Fabiani, M., Olango, J., ... & Salmaso, S. (2003). Ebola hemorrhagic fever transmission and risk factors of contacts, Uganda. Emerging infectious diseases, 9(11), 1430. ",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3035551/,
usa.1947.spx.1.00,Smallpox,USA,New York City,1947,"Weinstein, I. (1947). An outbreak of smallpox in New York City. American Journal of Public Health and the Nations Health, 37(11), 1376-1384.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1624122/,"Tree diagram disagrees with text (if being interpreted properly), that Le Bar infects one more person in text and Acosta one fewer than shown in diagram. Tree in database represents tree diagram as possibility of misinterpreting text higher than possibility of misinterpreting diagram"
usa.1970.rub.1.00,Rubella,USA,Kauai,1970-1,"Hattis, R. P., Halstead, S. B., Herrmann, K. L., & Witte, J. J. (1973). Rubella in an immunized island population. JAMA, 223(9), 1019-1021. ",https://jamanetwork.com/journals/jama/article-abstract/347133,"Excluded cases without known infectors and with no secondary infections. Labelled parties as 1 and 2, how can they be 12 of 25 and 12 of 26?"
usa.1970.rub.1.01,Rubella,USA,Kauai,1970-1,"Hattis, R. P., Halstead, S. B., Herrmann, K. L., & Witte, J. J. (1973). Rubella in an immunized island population. JAMA, 223(9), 1019-1021. ",https://jamanetwork.com/journals/jama/article-abstract/347133,Excluded cases without known infectors and with no secondary infections.
usa.2009.flu.1.00,H1N1,USA,Pennsylvania,2009,"Cauchemez, S., Bhattarai, A., Marchbanks, T. L., Fagan, R. P., Ostroff, S., Ferguson, N. M., ... & Pennsylvania H1N1 Working Group. (2011). Role of social networks in shaping disease transmission during a community outbreak of 2009 H1N1 pandemic influenza. Proceedings of the National Academy of Sciences, 108(7), 2825-2830.",https://pubmed.ncbi.nlm.nih.gov/21282645/,Tree probabilistically reconstructed. Did not include traits of individuals because loaded into database from a spreadsheet
aus.2000.meas.2.00,Measles,Australia,South Australia,2000,"Holland, R., & Hall, R. (2000). A cluster of measles. Communicable diseases intelligence, 24(5), 142.",https://www1.health.gov.au/internet/main/publishing.nsf/Content/cda-pubs-cdi-2000-cdi2405-cdi2405i.htm,"Index case and her brother not included in the tree because it is unclear whether the brother was actually infected, in which case the tree may not have the minimum two cases. Case 4’s infection attributed to Case 2 because it is unclear how else he may have been infected, though this link is not explicitly established in the report. Case 5 was not included because they had no established epidemiological connection."
gin.2014.ebv.2.02,Ebola,Guinea,N'Zérékoré,2014,"Valencia, C., Bah, H., Fatoumata, B., Rodier, G., Diallo, B., Koné, M., ... & Jansa, J. (2017). Network visualization for outbreak response: Mapping the Ebola Virus Disease (EVD) chains of transmission in N'Zérékoré, Guinea. Journal of Infection, 74(3), 294-301.",https://www.sciencedirect.com/science/article/abs/pii/S0163445316302833,
ita.1982.hepa.1.05,Hepatitis A,Italy,San Giovanni in Fiore,1982,"Greco, D., Giacomi, G. D., Piersante, G. P., Bibby, L., Nicastro, M., & Cavalcanti, P. (1986). A person to person hepatitis A outbreak. International journal of epidemiology, 15(1), 108-111. ",https://academic.oup.com/ije/article-abstract/15/1/108/729896,
ind.2018.nph.1.00,Nipah virus,India,Kerala,2018,"Pallivalappil, B., Ali, A., Thulaseedharan, N. K., Karadan, U., Chellenton, J., Dipu, K. P., ... & Kumar, G. S. (2020). Dissecting an outbreak: A clinico-epidemiological study of Nipah virus infection in Kerala, India, 2018. Journal of Global Infectious Diseases, 12(1), 21.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7045760/,"Case 17 could be infected by 9, 10, or 11, inputted as infected by 9, shouldn't change statistics"
chn.2020.covid.1.00,COVID-19,China,Chongqing,2020,"Zhao, H., Li, B. S., Xia, Y., Zhou, H. L., Li, T. R., Zeng, Y., ... & Li, Q. (2020). Investigation of transmission chain of a cluster COVID-19 cases. Zhonghua liu xing bing xue za zhi= Zhonghua liuxingbingxue zazhi, 41, E064. ",https://pubmed.ncbi.nlm.nih.gov/32397697/,Used Google Translate extensively to piece together
deu.2020.covid.1.00,COVID-19,Germany,Bavaria,2020,"Böhmer, M. M., Buchholz, U., Corman, V. M., Hoch, M., Katz, K., Marosevic, D. V., ... & Eberle, U. (2020). Investigation of a COVID-19 outbreak in Germany resulting from a single travel-associated primary case: a case series. The Lancet Infectious Diseases. ",https://www.thelancet.com/pdfs/journals/laninf/PIIS1473-3099(20)30314-5.pdf,"Case 16 may have been infected by 7 or 8, 7 listed as more likely, inputted as infected by 7"
usa.2020.covid.1.00,COVID-19,USA,Chicago,2020,"Ghinai, I., Woods, S., Ritger, K. A., McPherson, T. D., Black, S. R., Sparrow, L., ... & Arwady, M. A. (2020). Community transmission of SARS-CoV-2 at two family gatherings—Chicago, Illinois, February–March 2020. ",https://www.cdc.gov/mmwr/volumes/69/wr/mm6915e1.htm,"B3.1 also exposed to A1.1, but describes more contact with B2.1 -- inputted as infected by B2.1; D3.1 infected by either A2.5, A2.6, or A2.7 -- inputted as infected by A2.7, should not affect statistics"
chn.2020.covid.2.00,COVID-19,China,Wuhan,2020,"Cao, G., Tang, S., Yang, D., Shi, W., Wang, X., Wang, H., ... & Ma, L. (2020). The potential transmission of SARS-CoV-2 from patients with negative RT-PCR swab tests to others: two related clusters of COVID-19 outbreak. Japanese Journal of Infectious Diseases, JJID-2020. ",https://www.jstage.jst.go.jp/article/yoken/advpub/0/advpub_JJID.2020.165/_article/-char/ja/,assumed Case 1 infected Cases 2 thru 4 since not given further information about other exposures
chn.2020.covid.3.00,COVID-19,China,Huaihua & Shaoyang City,2020,"Qiu, C., Deng, Z., Xiao, Q., Shu, Y., Deng, Y., Wang, H., ... & Zhou, J. (2020). Transmission and clinical characteristics of coronavirus disease 2019 in 104 outside‐Wuhan patients, China. Journal of Medical Virology. ",https://onlinelibrary.wiley.com/doi/full/10.1002/jmv.25975,discrepancy between published version and previous versions on medrxiv that needs to be resolved!!
chn.2020.covid.3.02,COVID-19,China,Huaihua & Shaoyang City,2020,"Qiu, C., Deng, Z., Xiao, Q., Shu, Y., Deng, Y., Wang, H., ... & Zhou, J. (2020). Transmission and clinical characteristics of coronavirus disease 2019 in 104 outside‐Wuhan patients, China. Journal of Medical Virology. ",https://onlinelibrary.wiley.com/doi/full/10.1002/jmv.25975,
chn.2020.covid.3.03,COVID-19,China,Huaihua & Shaoyang City,2020,"Qiu, C., Deng, Z., Xiao, Q., Shu, Y., Deng, Y., Wang, H., ... & Zhou, J. (2020). Transmission and clinical characteristics of coronavirus disease 2019 in 104 outside‐Wuhan patients, China. Journal of Medical Virology. ",https://onlinelibrary.wiley.com/doi/full/10.1002/jmv.25975,discrepancy between published version and previous versions on medrxiv that needs to be resolved!!
chn.2020.covid.3.04,COVID-19,China,Huaihua & Shaoyang City,2020,"Qiu, C., Deng, Z., Xiao, Q., Shu, Y., Deng, Y., Wang, H., ... & Zhou, J. (2020). Transmission and clinical characteristics of coronavirus disease 2019 in 104 outside‐Wuhan patients, China. Journal of Medical Virology. ",https://onlinelibrary.wiley.com/doi/full/10.1002/jmv.25975,discrepancy between published version and previous versions on medrxiv that needs to be resolved!! C- vs C in case name: C- indicates asymptomatic
chn.2020.covid.3.05,COVID-19,China,Huaihua & Shaoyang City,2020,"Qiu, C., Deng, Z., Xiao, Q., Shu, Y., Deng, Y., Wang, H., ... & Zhou, J. (2020). Transmission and clinical characteristics of coronavirus disease 2019 in 104 outside‐Wuhan patients, China. Journal of Medical Virology. ",https://onlinelibrary.wiley.com/doi/full/10.1002/jmv.25975,
chn.2020.covid.3.06,COVID-19,China,Huaihua & Shaoyang City,2020,"Qiu, C., Deng, Z., Xiao, Q., Shu, Y., Deng, Y., Wang, H., ... & Zhou, J. (2020). Transmission and clinical characteristics of coronavirus disease 2019 in 104 outside‐Wuhan patients, China. Journal of Medical Virology. ",https://onlinelibrary.wiley.com/doi/full/10.1002/jmv.25975,
chn.2020.covid.3.07,COVID-19,China,Huaihua & Shaoyang City,2020,"Qiu, C., Deng, Z., Xiao, Q., Shu, Y., Deng, Y., Wang, H., ... & Zhou, J. (2020). Transmission and clinical characteristics of coronavirus disease 2019 in 104 outside‐Wuhan patients, China. Journal of Medical Virology. ",https://onlinelibrary.wiley.com/doi/full/10.1002/jmv.25975,
chn.2020.covid.3.08,COVID-19,China,Huaihua & Shaoyang City,2020,"Qiu, C., Deng, Z., Xiao, Q., Shu, Y., Deng, Y., Wang, H., ... & Zhou, J. (2020). Transmission and clinical characteristics of coronavirus disease 2019 in 104 outside‐Wuhan patients, China. Journal of Medical Virology. ",https://onlinelibrary.wiley.com/doi/full/10.1002/jmv.25975,
chn.2020.covid.3.09,COVID-19,China,Huaihua & Shaoyang City,2020,"Qiu, C., Deng, Z., Xiao, Q., Shu, Y., Deng, Y., Wang, H., ... & Zhou, J. (2020). Transmission and clinical characteristics of coronavirus disease 2019 in 104 outside‐Wuhan patients, China. Journal of Medical Virology. ",https://onlinelibrary.wiley.com/doi/full/10.1002/jmv.25975,
chn.2020.covid.3.10,COVID-19,China,Huaihua & Shaoyang City,2020,"Qiu, C., Deng, Z., Xiao, Q., Shu, Y., Deng, Y., Wang, H., ... & Zhou, J. (2020). Transmission and clinical characteristics of coronavirus disease 2019 in 104 outside‐Wuhan patients, China. Journal of Medical Virology. ",https://onlinelibrary.wiley.com/doi/full/10.1002/jmv.25975,
chn.2020.covid.3.12,COVID-19,China,Huaihua & Shaoyang City,2020,"Qiu, C., Deng, Z., Xiao, Q., Shu, Y., Deng, Y., Wang, H., ... & Zhou, J. (2020). Transmission and clinical characteristics of coronavirus disease 2019 in 104 outside‐Wuhan patients, China. Journal of Medical Virology. ",https://onlinelibrary.wiley.com/doi/full/10.1002/jmv.25975,
chn.2020.covid.3.15,COVID-19,China,Huaihua & Shaoyang City,2020,"Qiu, C., Deng, Z., Xiao, Q., Shu, Y., Deng, Y., Wang, H., ... & Zhou, J. (2020). Transmission and clinical characteristics of coronavirus disease 2019 in 104 outside‐Wuhan patients, China. Journal of Medical Virology. ",https://onlinelibrary.wiley.com/doi/full/10.1002/jmv.25975,discrepancy between published version and previous versions on medrxiv that needs to be resolved!!
chn.2020.covid.3.16,COVID-19,China,Huaihua & Shaoyang City,2020,"Qiu, C., Deng, Z., Xiao, Q., Shu, Y., Deng, Y., Wang, H., ... & Zhou, J. (2020). Transmission and clinical characteristics of coronavirus disease 2019 in 104 outside‐Wuhan patients, China. Journal of Medical Virology. ",https://onlinelibrary.wiley.com/doi/full/10.1002/jmv.25975,discrepancy between published version and previous versions on medrxiv that needs to be resolved!! C- vs C in case name: C- indicates asymptomatic
chn.2020.covid.3.17,COVID-19,China,Huaihua & Shaoyang City,2020,"Qiu, C., Deng, Z., Xiao, Q., Shu, Y., Deng, Y., Wang, H., ... & Zhou, J. (2020). Transmission and clinical characteristics of coronavirus disease 2019 in 104 outside‐Wuhan patients, China. Journal of Medical Virology. ",https://onlinelibrary.wiley.com/doi/full/10.1002/jmv.25975,discrepancy between published version and previous versions on medrxiv that needs to be resolved!!
chn.2020.covid.3.18,COVID-19,China,Huaihua & Shaoyang City,2020,"Qiu, C., Deng, Z., Xiao, Q., Shu, Y., Deng, Y., Wang, H., ... & Zhou, J. (2020). Transmission and clinical characteristics of coronavirus disease 2019 in 104 outside‐Wuhan patients, China. Journal of Medical Virology. ",https://onlinelibrary.wiley.com/doi/full/10.1002/jmv.25975,discrepancy between published version and previous versions on medrxiv that needs to be resolved!! C- vs C in case name: C- indicates asymptomatic
chn.2020.covid.3.19,COVID-19,China,Huaihua & Shaoyang City,2020,"Qiu, C., Deng, Z., Xiao, Q., Shu, Y., Deng, Y., Wang, H., ... & Zhou, J. (2020). Transmission and clinical characteristics of coronavirus disease 2019 in 104 outside‐Wuhan patients, China. Journal of Medical Virology. ",https://onlinelibrary.wiley.com/doi/full/10.1002/jmv.25975,
chn.2020.covid.3.20,COVID-19,China,Huaihua & Shaoyang City,2020,"Qiu, C., Deng, Z., Xiao, Q., Shu, Y., Deng, Y., Wang, H., ... & Zhou, J. (2020). Transmission and clinical characteristics of coronavirus disease 2019 in 104 outside‐Wuhan patients, China. Journal of Medical Virology. ",https://onlinelibrary.wiley.com/doi/full/10.1002/jmv.25975,
chn.2020.covid.3.21,COVID-19,China,Huaihua & Shaoyang City,2020,"Qiu, C., Deng, Z., Xiao, Q., Shu, Y., Deng, Y., Wang, H., ... & Zhou, J. (2020). Transmission and clinical characteristics of coronavirus disease 2019 in 104 outside‐Wuhan patients, China. Journal of Medical Virology. ",https://onlinelibrary.wiley.com/doi/full/10.1002/jmv.25975,
chn.2020.covid.3.22,COVID-19,China,Huaihua & Shaoyang City,2020,"Qiu, C., Deng, Z., Xiao, Q., Shu, Y., Deng, Y., Wang, H., ... & Zhou, J. (2020). Transmission and clinical characteristics of coronavirus disease 2019 in 104 outside‐Wuhan patients, China. Journal of Medical Virology. ",https://onlinelibrary.wiley.com/doi/full/10.1002/jmv.25975,
swe.2016.flu.1.00,Influenza B,Sweden,Gothenberg,2016,"Sansone, M. (2020). Epidemiology of viral respiratory infections with focus on in-hospital influenza transmission.",https://gupea.ub.gu.se/bitstream/2077/63619/1/gupea_2077_63619_1.pdf,"Seq represents the distinct isolate group that an individual's viral genome fell into, though tree was also pieced together with epidemiologic information; Case 18 may have been infected by 5, 6, or 7 -- attributed to 5, shouldn’t change statistics; Not including case 10 since no given infector; Also assuming 3 infects 5, 6, & 7, even though diagram makes it look like it could be 16"
hkg.2020.covid.1.00,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.01,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.02,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.03,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.04,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.05,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.06,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.07,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.08,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.09,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.10,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.11,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.12,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.13,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.14,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.15,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.16,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.17,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.18,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.19,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.20,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.21,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.22,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.23,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.24,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.25,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.26,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
hkg.2020.covid.1.27,COVID-19,Hong Kong,,2020,"Adam, D., Wu, P., Wong, J., Lau, E., Tsang, T., Cauchemez, S., ... & Cowling, B. (2020). Clustering and superspreading potential of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in Hong Kong. ",https://europepmc.org/article/ppr/ppr165671,Included local transmission only; quar indicates if they were quarantined
